article,category,href,image,introduce,keywords,source,time,title
none,娱乐,http://new.qq.com/omn/20180729/20180729A0VB6T.html,http://inews.gtimg.com/newsapp_ls/0/4589775589_197130/0,今年的暑假可以说票房惊人短短一个月了就已经场均近50亿的票房，徐峥的《我不是药神》独领风骚票房已经突破了30亿大关挺进了华语电影榜的前五，徐峥的《我不是药神》也是网友最看好能够超越《战狼2》的大片，不过后期乏力被沈腾的《西虹市首富》抢尽了风头，不过《西虹市首富》首映的口碑并不是很好很多网友都吐槽了这部片...,徐克;西虹市;狄仁杰3;狄仁杰;西虹市首富;徐峥;沈腾;姜文,山巅之峰,2018/7/29 16:06,"《西虹市首富》破7亿，豆瓣逆袭《狄仁杰3》, 徐克江郎才尽？"
none,娱乐,http://new.qq.com/omn/20180729/20180729A0HPH2.html,http://inews.gtimg.com/newsapp_ls/0/4586840145_197130/0,本文由【萌神木木】独家发布于企鹅擅自转载必究！欢迎转发分享~徐克作为一位资深导演，在娱乐圈中被称为“鬼才”，呈现的经典之作数不胜数，而他打造的狄仁杰系列影片，已经从“通天帝国”、“神都龙王”拍到了如今的第三部“四大天王”。即便徐克早已是两鬓斑白的花甲老人，可他脑洞却依旧大的惊人。这部影片除了吸引人的...,徐克;四大天王;狄仁杰之四大天王;马思纯;林更新;电影,萌神木木,2018/7/29 11:17,苦等徐克5年，《狄仁杰之四大天王》却糊了？
none,娱乐,http://new.qq.com/cmsn/20180729/20180729009321.html,http://inews.gtimg.com/newsapp_ls/0/4585989130_197130/0,腾讯娱乐《一线》报道 作者：陈非墨　距离《狄仁杰之通天帝国》上映到现在已经8年了。八年时间里，徐克拍了3部《狄仁杰》系列电影，还拍了《龙门飞甲》、《智取威虎山》和《西游伏妖篇》。　徐克自己最常说的一句话就是，“没时间啊”。光《狄仁杰》系列他就有还有好几个现成的故事想拍，接下来还有一个现代都市题材的故事也想拍，和他合作《狄仁杰之四大天王》的编剧张家鲁忍不住也在采访中“抱怨”：别的导演都是要把天马行空的编剧拉回来，到了徐克这，变成了大家一起拦着徐克无休止地开脑洞。　在影片中扮演水月的马思纯说徐克在片场很严肃，,徐克;四大天王;狄仁杰;大理寺;一线;金刚,腾讯娱乐一线,2018/7/29 10:00,一线｜老顽童徐克解读“四大天王”：是监视我们的压力
none,娱乐,http://new.qq.com/omn/20180729/20180729A0DQVY.html,http://inews.gtimg.com/newsapp_ls/0/4586065195_197130/0,风间隼 | 人类学博士、武侠片重度爱好者《狄仁杰之神都龙王》5年前上映，口碑和票房都相当可观。片末一气放出23张概念图，更彰显出徐克和陈国富要趁势打造“狄仁杰探案宇宙”的宏大野心。正当人们翘首期待哪一部将率先面世时，不按常理出牌的徐老怪却拍出了一部《四大天王》。不是刘德华和张学友那四位唱歌的“天王”哦，而...,徐克;狄仁杰;四大天王;武侠片;胡金铨;龙门飞甲,文慧园路三号,2018/7/29 10:06,徐克，你变了！
none,娱乐,http://new.qq.com/omn/20180729/20180729A0RDZ3.html,http://inews.gtimg.com/newsapp_ls/0/4588824612_197130/0,《我家那小子》这节目真的坚挺，话题度爆表的朱雨辰妈妈才刚刚下车，这边刚上线的徐海乔妈妈无意中就把徐海乔前女友的事情暴露出来惹。。。瞬间飙上热搜榜，厉害!!!徐海乔就是《花千骨》里面的孟玄朗，内个鼻孔瞩目的“朗哥哥”，小骨的众多备胎之一，最后当了皇帝。这节目几乎每个妈妈都在操心自家儿砸的婚恋问题，徐妈妈...,徐海乔;张馨予;程小蒙;赵丽颖;前女友;花千骨,神八局,2018/7/29 14:35,徐海乔被亲妈曝光前女友，赵丽颖张馨予纷纷躺枪，真相原来是她
none,娱乐,http://new.qq.com/omn/20180729/20180729A1CR6W00,http://inews.gtimg.com/newsapp_ls/0/4592799021_640330/0,徐海乔妈妈自曝儿子恋情，网友根据现有的线索，锁定6个女明星,徐海乔;刘诗诗;赵丽颖;李沁;宋祖儿;张馨予,风云娱乐圈,2018/7/29 21:09,徐海乔妈妈自曝儿子恋情，网友根据现有的线索，锁定6个女明星
none,娱乐,http://new.qq.com/omn/20180729/20180729A0AG72.html,http://inews.gtimg.com/newsapp_ls/0/4585421846_197130/0,作为后期空降节目《我家那小子》的嘉宾徐海乔，不过是上了2期节目而已，话题度已然不断飙升。第一期中徐妈妈让徐海乔去追赵丽颖的话题犹在，而本期节目中徐妈妈又爆料说儿子跟一位女演员在拍戏时恋爱，但对方红了后就分手，如今女方又不红了~~~可谓是猛料一波接一波。而本篇小扒不去关注徐海乔的八卦和恋情，转而跟格外看一...,徐海乔;化妆品;赵丽颖,扒卦者,2018/7/29 8:57,徐海乔卧室超大，喝的2瓶水很贵，但看到他的化妆品后网友闭嘴了
none,娱乐,http://new.qq.com/omn/20180729/20180729A0UWWP.html,http://inews.gtimg.com/newsapp_ls/0/4589587523_197130/0,徐海乔最近上了《我家那小子》，无意中暴露出他家里很有钱啊，装修一股子古典宫廷奢华风，连卧室都雕梁画栋，拥有自己的专属梳妆台，一水儿“贵到被打码”的高级产品，整个房子每个角落都透露出一股子有钱任性的气息。其实他一开始也不是学表演的，说是都已经出来工作了，但对工作不满意，才又重新考了上戏03表演系本科。2...,徐海乔;陈伟霆;李少红;整容,神八局,2018/7/29 15:59,疑整容、改年龄、打女星，偶像小生徐海乔也是个宝藏男孩呢
none,娱乐,http://new.qq.com/cmsn/20180729/20180729018419.html,http://inews.gtimg.com/newsapp_ls/0/4592286186_870492/0,腾讯《一线》报道 作者：风易　7月29日晚，由腾讯新闻出品，腾讯娱乐主办的《星空演讲》正式开讲。本场演讲的主题是“女性的力量。”姚晨在现场坦言自己目前面对的事业瓶颈和尴尬之处，自嘲如今自己已经是“一个不得志的中年女演员”。成为母亲让她对于事业和表演有了更多的感悟，但二次因怀孕暂时停下事业，却让她遇到了演艺生涯的难处。在这样的现状下，她并没有随波逐流，开自己的电影公司，寻找不同于她已往形象的角色。她的坦率和幽默也赢得了全场观众的掌声和笑声，轻松的气氛中让大家深切体会到她的尴尬与背后的坚强。　姚晨是当晚第三个,星空演讲;姚晨;武林外传;怀孕,腾讯娱乐一线,2018/7/29 20:19,星空演讲丨姚晨：演员不拼演技拼流量，我看不懂
none,娱乐,http://new.qq.com/cmsn/20180729/20180729011748.html,http://inews.gtimg.com/newsapp_ls/0/4587353789_870492/0,由腾讯新闻出品，腾讯娱乐主办的《星空演讲》将于今晚（7月29日）19：00正式上线直播。以“女性的力量”为主题的本场演讲邀请了姚晨、李银河、辛芷蕾、惠若琪、梁鸿、孟美岐6位演讲者，其中既有万众瞩目的明星，也有备受业界关注的文化学者，作为“星空季”的收官之作，她们将继续以“真实”为核，于星空下述说人生感悟。,星空演讲;姚晨;孟美岐;辛芷蕾;李银河;惠若琪,腾讯娱乐一线,2018/7/29 11:46,一线｜《星空演讲》姚晨谈中年演员困惑 孟美岐分享心路历程
none,娱乐,http://new.qq.com/cmsn/20180729/20180729018122.html,http://inews.gtimg.com/newsapp_ls/0/4592271908_870492/0,腾讯《一线》作者：风易　7月29日晚，由腾讯新闻出品，腾讯娱乐主办的《星空演讲》正式开讲。这一次的主题是“女性的力量”。　演员辛芷蕾第一个登台。她穿着淡紫色短裙，黑色短靴，在演讲中真诚且勇敢。她坦言自己一度在演艺圈默默无闻，自己以为的“佛系”其实是不思进取。她还分享了自己成长中的经历，学生时代的爱情故事和对于父亲的遗憾之情。她毫不回避谈论外界给她的评价，也严肃地正视“欲望”和“梦想”之间的关系。　她从网友对她的评价开始说起——“把欲望和野心写在脸上的人”。她并不否认这一点，她的欲望是，成为一个事业成功，有,星空演讲;辛芷蕾,腾讯娱乐一线,2018/7/29 19:45,星空演讲丨辛芷蕾：欲望和野心没错 要做有选择权的演员
none,娱乐,http://new.qq.com/omn/20180729/20180729A0TA5H.html,http://inews.gtimg.com/newsapp_ls/0/4589289672_197130/0,近日有网友在微博上晒出谢娜、应采儿、颖儿一行人拍摄综艺的路透照。湖南卫视新节目《妻子的旅行》正在布鲁塞尔拍摄当中，这部综艺是《花儿与少年》制作人全新打造的一档综艺，都是有关旅行主题的节目，不同的是主角换成了各位辣妈，看过《花儿与少年》的朋友都知道，节目播出时创造了很多话题，当时经常霸占热搜，相信这部...,谢娜;应采儿;颖儿;路透;魏大勋;长裤,双子娱类,2018/7/29 15:30,《妻子的旅行》欧洲路透，应采儿颖儿大长腿抢镜，谢娜却还穿长裤
none,娱乐,http://new.qq.com/omn/20180729/20180729A0OIJA.html,http://inews.gtimg.com/newsapp_ls/0/4588278521_870492/0,谢娜在生下双胞胎女儿后，关注度直线上升，更成为第一位微博粉丝过亿的明星。升级做妈妈后，谢娜也只休息了不到两个月，就开始了快乐大本营的录制，如今，在宝宝不到六个月时，谢娜又接了真人秀《妻子的浪漫旅行》，这也是她第一次长时间离开女儿！据悉，谢娜与节目组此行的目的地是在欧洲，对于这次旅行，谢娜也曾发布朋友...,谢娜;魏大勋;颖儿,娱圈达人,2018/7/29 13:40,网友偶遇谢娜欧洲街头路录节目  跟随音乐手舞足蹈玩嗨了
none,娱乐,http://new.qq.com/omn/20180729/20180729A0TBY0.html,http://inews.gtimg.com/newsapp_ls/0/4589198155_196130/0,近日，“小鲜肉”又被业内人士挂出来成为炮轰对象。著名影评人宋方金在最近一次接受采访时，提到了小鲜肉对影视行业的影响：小鲜肉本身对艺术品质的放弃，甚至是一代演员的堕落！并且，他还说到了小鲜肉“耍大牌”跟7、8年前的演员完全不一样。以前的演员耍大牌，提出的要求是：要改戏、要增加自己的戏份、增加自己的正面形...,小鲜肉;影评人;宋方金;五星级酒店;谭飞;许开祯,会火,2018/7/29 15:27,影评人炮轰小鲜肉：1公里内须有五星级酒店，只因要上豪华厕所！
none,娱乐,http://new.qq.com/omn/20180729/20180729A0J3M0.html,http://inews.gtimg.com/newsapp_ls/0/4587092087_196130/0,近日，著名评论人宋方金批小鲜肉耍大牌，现在的小鲜肉放弃了对影视品质的要求，这种现象甚至于一代人的堕落，直言：以前明星耍大牌是要改剧本、要加戏、要增加正面形象，然而现在的小鲜肉没有这些诉求。甚至于接到了剧本告诉导演：能不能减少几天拍摄时间，去赶通告。宋方金还批评说：现在的天价片酬怎么来的？都是从小鲜肉...,小鲜肉;宋方金;徐峥;影评人;现在的,影过客,2018/7/29 11:41,著名评论人曝某小鲜肉接戏标准：1公里内要有五星级酒店
none,娱乐,http://new.qq.com/omn/20180729/20180729A13LJK.html,http://inews.gtimg.com/newsapp_ls/0/4591223483_197130/0,小S因中暑结束假期，晒与女儿合照：该是回家的時候了！,小S;中暑;合照,粑粑娱乐圈,2018/7/29 18:31,小S因中暑结束假期，晒与女儿合照：该是回家的時候了
none,娱乐,http://new.qq.com/omn/20180729/20180729A0TOFZ.html,http://inews.gtimg.com/newsapp_ls/0/4589319407_870492/0,小S（徐熙娣）在《幸福三重奏》中前来探访姊姊大S与汪小菲，同时到江宏杰与陈建斌家做客，一见到偶像陈建斌，她立刻跪下演出《后宫甄环传》那套，“皇上吉祥”让陈建斌也不好意思了。▲小S逼问江宏杰“本人怎么样？”最新一集节目中，小S登场探望姊姊，顺便到陈建斌与江宏杰家做客，听到陈建斌准备开拍新电影，小S表示，“...,小S;幸福三重奏;江宏杰;陈建斌;徐熙媛;福原爱,娱乐吸尘器,2018/7/29 15:33,小S大闹《幸福三重奏》，想把江宏杰带回家
none,娱乐,http://new.qq.com/omn/20180729/20180729A0TMTP.html,http://inews.gtimg.com/newsapp_ls/0/4589310183_870492/0,大家都知道“综艺天后”小S（徐熙娣）风趣幽默，每每做的一举一动都哄得观众笑破肚皮。近来她获邀请上《幸福三重奏》去探望姐姐大S，预料之内一定大放笑弹，果不然连场倒乱搞到嘉宾笑开怀，连她自己都万万没想到最后自己都有尴尬时候，气氛一度安静十分好笑。陈建斌这样评价小S的电影，现场突然很安静，气氛很尴尬。除了探...,小S;陈建斌;电影;徐熙媛;甄嬛传;江宏杰,娱乐吸尘器,2018/7/29 15:32,陈建斌这样评价小S的电影，现场突然很安静，气氛很尴尬
none,娱乐,http://new.qq.com/omn/20180729/20180729A0JOON.html,http://inews.gtimg.com/newsapp_ls/0/4587263729_197130/0,奚梦瑶机场街拍满屏逆天大长腿，满满超模气场！,奚梦瑶;长腿;街拍;超模;逆天;机场秀,双子娱类,2018/7/29 11:53,奚梦瑶机场街拍满屏逆天大长腿，满满超模气场
none,娱乐,http://new.qq.com/omn/20180729/20180729A0FQC0.html,http://inews.gtimg.com/newsapp_ls/0/4586449494_197130/0,很多人都喜欢钱，相信无数人都做过发财梦。虽然很多人做过很多千奇百怪的发财梦，但都转瞬即逝，难有始终。但这这样的遗憾可以在最近热映电影《西虹市首富》中弥补。这也是我期待已久的沈腾最新喜剧。《西虹市首富》讲述的是混迹于丙级业余足球队的守门员王多鱼(沈腾饰)，因比赛失利被开除离队，正值穷困潦倒低谷的时候，却...,西虹市;西虹市首富;王多鱼;沈腾;暑期档;电影;喜剧电影,智娱自乐,2018/7/29 10:43,暑期档最被期待的电影，《西虹市首富》果然没有让人失望
none,娱乐,http://new.qq.com/omn/20180729/20180729A1G23B.html,http://inews.gtimg.com/newsapp_ls/0/4593575896_197130/0,给你十个亿，不花光不是男人。这是不是只有做梦才会出现的好事？就是这样一个以白日梦式开场的故事，拍成了暑期档电影《西虹市首富》。《夏洛特烦恼》的两位导演，闫非和彭大魔，带着“西虹市”的第二部电影《西虹市首富》回归。但影片并不是源自话剧，而是改编自1985年的好莱坞电影《布鲁斯特的百万横财》。版权方环球影业...,西虹市;王多鱼;西虹市首富;王力宏;夏洛特烦恼,我们审片,2018/7/29 22:16,《西虹市首富》：没钱是悲剧，有钱是喜剧？结局你绝对想不到
none,娱乐,http://new.qq.com/omn/20180729/20180729A01X1000,http://inews.gtimg.com/newsapp_ls/0/4582483492_240180/0,茅台洗澡，拉菲泡脚，一夜暴富成亿万富翁后，我也想这么为所欲为！,西虹市;王多鱼;沈腾;夏洛;拉菲;喜剧电影,深八影视圈,2018/7/29 0:27,茅台洗澡，拉菲泡脚，一夜暴富成亿万富翁后，我也想这么为所欲为！
none,娱乐,http://new.qq.com/cmsn/20180729/20180729009949.html,http://inews.gtimg.com/newsapp_ls/0/4586364496_870492/0,腾讯《一线》作者 许多　上映2天9小时46分钟，今天（7月29日），《西虹市首富》的票房突破了6亿大关，总票房已经超越了上映10天的《摩天营救》，成了本周末名副其实的“首富”。截止发稿前，同期上映的《狄仁杰之四大天王》总票房仍在2.24亿，似乎已经拍马也难追上来了。　根据数据显示，《西虹市首富》今日的排片比超过总排片的一半，达到52.3%，而《狄仁杰之四大天王》的排片比则只有前者的近一半，27.3%。目前，两片单日票房的差距已经达到4倍左右，而且这个差距还将持续拉大。　口碑方面，有25万观众评分的《西虹市,西虹市;摩天营救;狄仁杰;四大天王;排片,腾讯娱乐一线,2018/7/29 10:16,一线｜《西虹市》破6亿超《摩天营救》《狄仁杰》拍马难追
none,娱乐,http://new.qq.com/omn/20180729/20180729A01EPV.html,http://inews.gtimg.com/newsapp_ls/0/4582388173_197130/0,传媒内参导读：对资本世界的戏谑和讽刺，可以说是《西虹市首富》在主题层面的最大闪光点了。只可惜作品在这个方向上并未作进一步的深挖，仅仅是点到为止，单纯的走了个纯喜剧的路线，从而错失了成为神作的可能。来源：传媒内参—传媒大眼文/文心开心麻花的新作《西虹市首富》刚一上映，就引发了新一轮热议。国产电影做喜剧...,西虹市;开心麻花;王多鱼;徐峥;神作;西虹市首富;台词,传媒内参,2018/7/29 0:12,离“神作”就差了那么一点点，《西虹市首富》输在哪了？
none,娱乐,http://new.qq.com/omn/20180729/20180729A0RY1X.html,http://inews.gtimg.com/newsapp_ls/0/4588959021_197130/0,近期，吴亦凡在最新节目《中国有说唱》堪称史上最严导师，学员稍有错误就会立刻被pass掉，甚至创下了60秒淘汰学员王以太的记录，不过却遭到了很多网友的diss：越严格才显得越专业，实在是装b。继上一季的free style之后，吴亦凡又带火了一个新词儿“skr”，简直是要被大家玩坏了。潮流达人热狗还在ins上调侃起skr这个梗儿，...,吴亦凡;陈冠希;free style,娱乐哗啦啦,2018/7/29 14:53,TT写歌挺吴亦凡获本尊点赞，歌词怼网友：闭上嘴没人当你哑巴
none,娱乐,http://new.qq.com/omn/20180729/20180729A0XGEM.html,http://inews.gtimg.com/newsapp_ls/0/4590117574_197130/0,看了《创造101》的宝宝们应该都知道，吴宣仪不仅人长得好看，实力更是毋庸置疑，唱跳俱佳的她自从出道以来一直都是拥有着很高的人气，而奚梦瑶国际有名的名模，五官精致，身材高挑的她走到哪里都是大家关注的头号对象，那么当奚梦瑶、吴宣仪同现机场又会擦出怎样的火花呢，我们一起来看看吧！作为超模的奚梦瑶，她的衣品一...,吴宣仪;奚梦瑶;超模,芷翔生活娱乐,2018/7/29 16:50,奚梦瑶、吴宣仪同穿牛仔衣现身机场，终于见识明星和超模的区别了
none,娱乐,http://new.qq.com/omn/20180729/20180729A08BG9.html,http://inews.gtimg.com/newsapp_ls/0/4584963129_870492/0,著名的台湾“九头身”美女吴佩慈可是一位多才多艺的明星，她不光出演电影，还出音乐专辑、写书、做模特，可谓是影视歌三栖发展了。2014年，正处演艺巅峰的吴佩慈宣布暂退演艺圈，专心家庭生活。但估计谁也没有想到，一个明星家庭主妇，突然跨到了汽车界，投资起了汽车生意。但是这条“生财之道”走的可不是那么顺利，2016年...,吴佩慈;股市;子公司,每日经济新闻,2018/7/29 7:49,女星吴佩慈杀入股市：最初大赚 但最近一年损失1个亿
none,娱乐,http://new.qq.com/omn/20180729/20180729A0FGKL.html,http://inews.gtimg.com/newsapp_ls/0/4586493728_197130/0,翁虹晒全家旅行照，一家三口温馨同框，女儿表情抢镜,翁虹;水晶;刘冠廷,侦探娱乐,2018/7/29 10:45,翁虹晒全家旅行照，一家三口温馨同框，女儿表情抢镜
none,娱乐,http://new.qq.com/omn/20180729/20180729A14DB4.html,http://inews.gtimg.com/newsapp_ls/0/4591359998_197130/0,娱乐圈真的是一个神奇的地方，更是不老女神们的聚集地，很多人都到中年了依旧是少女般的容颜，比如我们的温碧霞就是其中一位，如今已经52岁了，但冻龄的模样依旧还是像20岁刚出头的小姑娘一样，着实让人羡慕呀！都说嫁入豪门深似海，但是温碧霞的婚姻却是特别的幸福，近日温碧霞与老公及朋友提前庆祝52岁生日，她身着一袭碎...,温碧霞;何祖光;xavier,芷翔生活娱乐,2018/7/29 18:45,温碧霞晒领养儿子游泳照，乖巧懂事太讨喜，越来越像父亲何祖光
none,娱乐,http://new.qq.com/omn/20180728/20180728A1NGXL.html,http://inews.gtimg.com/newsapp_ls/0/4585260319_197130/0,韦唯，1986年参加CCTV青年歌手电视大奖赛获通俗组二等奖而正式出道。80年代末因在央视春晚上演唱《爱的奉献》，一夜间红遍全国。1990年韦唯和刘欢共同演唱北京亚运会主题曲《亚洲雄风》，成为当时最火的歌曲。1999年韦唯暂别歌坛旅居瑞典。直到2004年在奥林匹克文化节闭幕式上复出并演唱晚会主题歌《生命的奇迹》，其后她也...,韦唯;央视;毕业典礼;亚洲雄风;韦紫明,国贸先生,2018/7/29 8:35,55岁韦唯近照曝光 现身儿子毕业典礼满脸喜悦
none,娱乐,http://new.qq.com/omn/20180729/20180729A16VH2.html,http://inews.gtimg.com/newsapp_ls/0/4591874222_197130/0,说起王艺，或许小伙伴们肯定第一时间是懵比的，表示这么一号人是怎么出现的？我怎么不知道呀？以前也没有见过。（小编表示以前也不知道还有这么一号人物，甚至是突然蹦出来的纪凌尘！！！）随着纪凌尘出轨王艺的消息越来越热议，先是纪凌尘的工作室发声表示，纪凌尘天天忙得跟狗一样，你们认为他有时间出轨吗？而网友却不这...,王艺;纪凌尘;出轨;经纪公司,文静的钟东晖,2018/7/29 19:34,英模回应纪凌尘出轨王艺传闻：停止造谣，保留追究法律责任权利
none,娱乐,http://new.qq.com/omn/20180729/20180729A1FB9X.html,http://inews.gtimg.com/newsapp_ls/0/4593330779_197130/0,纵观已经播完三期的《中国新说唱》，诸位网友似乎已经达成了一致观点，土唱的真实身份其实是表情包的搬运工，内存不足的我们早已笑晕在厕所。从第一期的3Bangz等人开始，到第二期的王以太、田蜜、热狗初具规模，直至第三期的吴亦凡、ICE、王以太大面积铺开，中国新说唱从开播以来每期都有值班的表情包，收集起来这一年的斗...,王以太;表情包;中国新说唱;新说唱;猪八戒;BATTLE,传媒樱桃派,2018/7/29 22:03,《中国新说唱》成斗图大会，应该给王以太做个表情包专场
none,娱乐,http://new.qq.com/omn/20180729/20180729A0J59F.html,http://inews.gtimg.com/newsapp_ls/0/4587155255_197130/0,文/东邪现在大家看的电视剧类型很多，有些人喜欢看偶像剧，有些人喜欢看都市情感剧，也有人喜欢看宫斗剧。大家也有比较支持的演员，但是在农村题材剧中，王茜华算是绝对的王者，有人说她是中国的“傲骨贤妻”。王茜华1970年出生在陕西西安，她是典型的爱恨分明的关中女子性格，十六岁就考进了西安的一所艺校，她天生...,王茜华;沈航;话剧;周京;小麦进城,剧毒影响,2018/7/29 11:45,她是农家戏一姐，结束前段AA制婚姻，40岁为2婚倒追才华男
none,娱乐,http://new.qq.com/omn/20180729/20180729A1HSMW.html,http://inews.gtimg.com/newsapp_ls/0/4593876219_197130/0,47岁王琳一袭米色纱质长裙，灵动可人美出新高度,王琳;长裙;流星花园;道明寺,时间看刻,2018/7/29 23:00,47岁王琳一袭米色纱质长裙，灵动可人美出新高度
none,娱乐,http://new.qq.com/omn/20180729/20180729A1C9P2.html,http://inews.gtimg.com/newsapp_ls/0/4592746214_197130/0,在这一期的《放开我北鼻》中也将迎来王嘉尔的亲侄女，这位从小在澳大利亚长大的Aimee长相甜美，虽然从小在国外长大，但她的父母很重视她中华文化的培养，将给我们带来意想不到的惊喜。可亲侄女的到来，王嘉尔虽然显得特别的兴奋，但脸上却挂着疲惫的表情，也没有以往的活力了。原来是他在录制节目之前，刚刚开完演唱会，就...,王嘉尔;Aimee;放开我北鼻,深剖娱乐圈,2018/7/29 21:05,王嘉尔半夜高烧被送往急诊，陷入深深的自责：好恨自己生病
none,娱乐,http://new.qq.com/omn/20180728/20180728A0HV0I.html,http://inews.gtimg.com/newsapp_ls/0/4576905453_197130/0,一档节目就将曾经高冷神秘只可远观的王菲，生动的带到了观众面前。在此之前几乎没有人能想象，她会以何种姿态出现在综艺的舞台上。在第一期节目以一首梦中人开场，空灵磁性的歌声穿透心灵。并且表现活泼，说的话比开100场演唱会加起来说的还多。梦中人确实又美又仙近日王菲曝光了新造型，科技感十足，先来感受下这个帅炸天...,王菲;谢霆锋;铁球;衬衫;耳环;综艺,全球风云排行榜,2018/7/28 15:35,王菲胆真大，把“铁球”戴在耳朵不觉重，衬衫西裤更是抢镜十足
none,娱乐,http://new.qq.com/omn/20180729/20180729A0DQ88.html,http://inews.gtimg.com/newsapp_ls/0/4586063862_197130/0,最高级的喜剧并不是笑着来讲述一个引人发笑的故事，发笑是必须的，但是能够在捧腹大笑之间讲述一个悲伤的故事并且引人深思，那才是喜剧的最高境界。今天，不谈卓别林、不论周星驰，我想来聊一部非常接地气的国产喜剧电影－《西虹市首富》。开心麻花团队的精专与原作的平庸并不在我今天的讨论范围内，既然是看电影，我还是...,王多鱼;西虹市;西虹市首富;周星驰;喜剧电影;凯恩;卓别林,文慧园路三号,2018/7/29 10:06,《西虹市首富》算几流喜剧？
none,娱乐,http://new.qq.com/omn/20180729/20180729A0O7ZQ.html,http://inews.gtimg.com/newsapp_ls/0/4589473299_197130/0,我敢保证，在座的诸位99.99%的人曾有过这样的“梦想”：全中国14亿人，要是每人给自己1块钱多好啊。毕竟现在的1个钢镚太不值一提，但却能造就一个亿万富翁。再不济，一毛钱也行啊！抑或者，中了2000万的彩票，然后买车买房环游世界，仅靠利息就能吃一辈子的······几乎每个人的白日梦都想着巨款砸中自己，却鲜有人想象...,王多鱼;西虹市;西虹市首富;沈腾;白日梦;夏洛特烦恼,娱情娱理FUN,2018/7/29 13:19,如果不出意外，《西虹市首富》就是今年最好笑的喜剧片了
none,娱乐,http://new.qq.com/omn/20180729/20180729A0IL5J.html,http://inews.gtimg.com/newsapp_ls/0/4587027216_197130/0,小时候以为钱多钱少不重要，够用就行；长大后才发现没有金钱支撑的生活，无异于戴着镣铐在囚牢中越狱。也曾幻想过自己一夜暴富，数钱数到手抽筋，可是醒来后一无所有的双手，总是令人格外落寞。都说电影是造梦机器，现实给不了的，电影总能满足。于是当《西虹市首富》抛出“花光十个亿”的设定时，便牢牢锁定了我的目光。所...,王多鱼;西虹市;沈腾;宋芸桦;夏洛特烦恼;电影,看电影看到死,2018/7/29 11:34,史上最任性“烦恼”：花光十个亿
none,娱乐,http://new.qq.com/omn/20180729/20180729A0JPXQ.html,http://inews.gtimg.com/newsapp_ls/0/4587243092_197130/0,26日，和和影业举行“HYPERONE”发布会，公布了2018年度片单，包括正在热映的《邪不压正》，即将上映的《马赛克少女》、《奇幻之旅》、《恋爱马拉松》等电影以及正在筹备的《阴阳师》等电影。当天发布会上，许鞍华、秦海璐和王传君等人均亮相。新人张童汐、王传君和王砚辉主演的电影《马赛克少女》吸引了许多人的目光，电影...,王传君;素媛;王砚辉;电影;秦海璐;和和影业,影视口碑榜,2018/7/29 11:53,王传君新电影《马赛克少女》将上映，会成为中国版《素媛》吗？
none,娱乐,http://new.qq.com/omn/20180729/20180729A0S0HX00,http://inews.gtimg.com/newsapp_ls/0/4588909311_240180/0,你怎么会有那么大的魅力呢？王宝强的回答很直接，感慨：因为善良,王宝强;黄渤;徐峥;演艺圈,东成西就88,2018/7/29 15:00,你怎么会有那么大的魅力呢？王宝强的回答很直接，感慨：因为善良
none,娱乐,http://new.qq.com/omn/20180729/20180729A0L0XA.html,http://inews.gtimg.com/newsapp_ls/0/4588015648_197130/0,【本文为林夕媛原创文章，独家发布企鹅号平台，任何个人和非腾讯网站，不得私自转载，请尊重原创作者的努力。】时光飞逝，王宝强和马蓉的离婚案，已经到了最后的阶段。两人离婚案件中最被热议的话题就是婚内出轨和转移财产，这两件事很重要，因为这涉及到到底是谁做错了，也涉及到两人婚内财产的分割（婚内有转移财产行为的...,王宝强;郭斌;马蓉;王楠,林夕媛,2018/7/29 13:10,取关还发文讽刺王宝强恶毒？郭斌疑回应：没那么多心思
none,娱乐,http://new.qq.com/omn/20180729/20180729A0TZC1.html,http://inews.gtimg.com/newsapp_ls/0/4589385070_197130/0,有些偶像剧的经典，是主题曲一下就让人热血沸腾，但有些却是当年看着真美好，现在重温糗到爆。台剧发展至今也过17个年头，从2001年台湾第一部偶像剧《流星花园》诞生后，偶像剧正式成为人们生活的一部分。有些剧至今隽永到一再回放，但也有很多从夯剧变成转台剧，用2018年的视角观赏，甚至怀疑起当年的自己，到底是三观丧失...,台湾偶像剧;罗志祥;周渝民;杨丞琳;流星花园;言承旭,娱乐吸尘器,2018/7/29 15:39,救救我的鸡皮疙瘩！那些年尴尬癌爆发的十大台湾偶像剧
none,娱乐,http://new.qq.com/omn/20180729/20180729A0QBDD.html,http://inews.gtimg.com/newsapp_ls/0/4588661633_197130/0,应采儿前男友孙耀威婚礼一周年大秀恩爱：永远爱你,孙耀威;应采儿;陈美诗;大秀;林志颖,好丹TV,2018/7/29 14:09,应采儿前男友孙耀庆威婚礼一周年，大秀恩爱：永远爱你
